id,nome_original,nome_canonico_proposto,nome_normalizado_chave,plataforma,categoria_atual,subcategoria_atual,papel_catalogo_proposto,escopo_mercado,mercado_principal_proposto,submercado_proposto,mercados_relacionados_propostos,orientacao_b2b_b2c,tipos_sinal_propostos,estagios_funil_propostos,confianca_regra,acao_migracao
1085,Economia,Economia,economia,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,avaliar consolidação conceitual
1086,Internacional,Internacional,internacional,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1087,Tecnologia,Tecnologia,tecnologia,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"B2B, Enterprise & Indústria",Tecnologia B2B,,Transversal/indefinido,,,média,avaliar consolidação conceitual
1088,Saude,Saude,saude,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Saúde, Bem-estar & Beleza",Saúde e prevenção,,Transversal/indefinido,,,média,avaliar consolidação conceitual
1089,Esportes,Esportes,esportes,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Esportes e futebol,,Transversal/indefinido,,,média,avaliar consolidação conceitual
1090,Entretenimento,Entretenimento,entretenimento,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Outros / revisar,,Transversal/indefinido,,,média,mapear
1091,CNN Business,CNN Business,cnn business,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1092,CNN Viagem e Gastronomia,CNN Viagem e Gastronomia,cnn viagem e gastronomia,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,Varejo & Consumo,"Alimentos, bebidas e gastronomia",Serviços ao Consumidor,Transversal/indefinido,,,média,mapear
1093,CNN Esportes Vertical,CNN Esportes Vertical,cnn esportes vertical,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Esportes e futebol,,Transversal/indefinido,,,alta,mapear
1094,Breaking News,Breaking News,breaking news,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1095,Ao vivo,Ao vivo,ao vivo,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1096,Keywords contextuais,Keywords contextuais,keywords contextuais,CNN Brasil,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,contextual/editorial,Conhecimento | Consideração,média,avaliar consolidação conceitual
1097,Brand safety por categoria,Brand safety por categoria,brand safety por categoria,CNN Brasil,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,contextual/editorial,Conhecimento | Consideração,alta,mapear
1098,Mulheres (geral),Mulheres (geral),mulheres (geral),CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,B2C,demográfico/socioeconômico,,média,avaliar consolidação conceitual
1099,Homens (geral),Homens (geral),homens (geral),CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,avaliar consolidação conceitual
1100,18-24 anos,18-24 anos,18-24 anos,CNN Brasil,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
1101,25-34 anos,25-34 anos,25-34 anos,CNN Brasil,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
1102,35-44 anos,35-44 anos,35-44 anos,CNN Brasil,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,média,avaliar consolidação conceitual
1103,45+ anos,45+ anos,45+ anos,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,,média,avaliar consolidação conceitual
1104,Mulheres 25-44,Mulheres 25-44,mulheres 25-44,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,B2C,demográfico/socioeconômico,,média,mapear
1105,Homens 25-44,Homens 25-44,homens 25-44,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1106,Classe AB predominante,Classe AB predominante,classe ab predominante,CNN Brasil,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
1107,Decisores 35-54,Decisores 35-54,decisores 35-54,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"B2B, Enterprise & Indústria",Liderança e decisores,,B2B,cargo/função profissional,,alta,mapear
1108,Gen Z 18-24,Gen Z 18-24,gen z 18-24,CNN Brasil,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
1109,Millennials 25-40,Millennials 25-40,millennials 25-40,CNN Brasil,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1110,Adults 25-54,Adults 25-54,adults 25-54,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,avaliar consolidação conceitual
1111,Perfil executivo AB,Perfil executivo AB,perfil executivo ab,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"B2B, Enterprise & Indústria",Liderança e decisores,,B2B,cargo/função profissional,,alta,mapear
1112,Heavy readers diarios,Heavy readers diarios,heavy readers diarios,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,consumo de conteúdo,Conhecimento | Consideração,média,avaliar consolidação conceitual
1113,Heavy readers semanais,Heavy readers semanais,heavy readers semanais,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,consumo de conteúdo,Conhecimento | Consideração,média,mapear
1114,Light readers,Light readers,light readers,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,consumo de conteúdo,Conhecimento | Consideração,média,avaliar consolidação conceitual
1115,Consumidores video ao vivo,Consumidores video ao vivo,consumidores video ao vivo,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,B2C,compra/consumo observado,Consideração | Conversão,alta,mapear
1116,Consumidores texto,Consumidores texto,consumidores texto,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,B2C,compra/consumo observado,Consideração | Conversão,média,mapear
1117,Perfil decisor profissional,Perfil decisor profissional,perfil decisor profissional,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"B2B, Enterprise & Indústria",Liderança e decisores,,B2B,cargo/função profissional,,alta,mapear
1118,Interesse Business,Interesse Business,interesse business,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,interesse/afinidade,Conhecimento | Consideração,média,mapear
1119,Breaking news engajados,Breaking news engajados,breaking news engajados,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1120,Retargeting visitantes,Retargeting visitantes,retargeting visitantes,CNN Brasil,Entretenimento & Mídia,,tática de ativação,transversal,,,,B2C,visitação/localização | retargeting,Consideração | Conversão | Reengajamento,média,avaliar consolidação conceitual
1121,CRM Match via DSP,CRM Match via DSP,crm match via dsp,CNN Brasil,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,dados próprios/CRM,Fidelização/base própria,alta,mapear
1122,Lookalike investidores,Lookalike investidores,lookalike investidores,CNN Brasil,Entretenimento & Mídia,,tática de ativação,transversal,,,Finanças & Seguros,Transversal/indefinido,modelado/lookalike,,alta,mapear
1123,Lookalike heavy readers,Lookalike heavy readers,lookalike heavy readers,CNN Brasil,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,modelado/lookalike | consumo de conteúdo,Conhecimento | Consideração,média,avaliar consolidação conceitual
1124,Audiencia 1st-party logada,Audiencia 1st-party logada,audiencia 1st-party logada,CNN Brasil,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,dados próprios/CRM,Fidelização/base própria,alta,mapear
1125,Mobile iOS Android,Mobile iOS Android,mobile ios android,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1126,Desktop Web,Desktop Web,desktop web,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1127,Tablet,Tablet,tablet,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1128,App CNN Brasil,App CNN Brasil,app cnn brasil,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1129,Smart TV CNN ao vivo,Smart TV CNN ao vivo,smart tv cnn ao vivo,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1130,Display Billboard,Display Billboard,display billboard,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1131,Video Pre-roll,Video Pre-roll,video pre-roll,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1132,Native Ads,Native Ads,native ads,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1133,Branded Content,Branded Content,branded content,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1134,Daypart manha 6h-12h,Daypart manha 6h-12h,daypart manha 6h-12h,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1135,Daypart tarde 12h-18h,Daypart tarde 12h-18h,daypart tarde 12h-18h,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1136,Daypart noite 18h-24h,Daypart noite 18h-24h,daypart noite 18h-24h,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1137,Business + Homens AB,Business + Homens AB,business + homens ab,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1138,Politica + 35+,Politica + 35+,politica + 35+,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Notícias e atualidades,,Transversal/indefinido,,,alta,mapear
1139,Esportes + Mobile,Esportes + Mobile,esportes + mobile,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,"Entretenimento, Conteúdo & Esportes",Transversal/indefinido,,Conhecimento,alta,mapear
1140,Saude + Mulheres 25-44,Saude + Mulheres 25-44,saude + mulheres 25-44,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Saúde, Bem-estar & Beleza",Saúde e prevenção,,B2C,demográfico/socioeconômico,,alta,mapear
1141,Breaking + Heavy readers,Breaking + Heavy readers,breaking + heavy readers,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,consumo de conteúdo,Conhecimento | Consideração,média,mapear
1142,Video ao vivo + Pre-roll,Video ao vivo + Pre-roll,video ao vivo + pre-roll,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1143,Tech + Early adopters,Tech + Early adopters,tech + early adopters,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1144,Internacional + Desktop,Internacional + Desktop,internacional + desktop,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1145,Classe AB + Economia,Classe AB + Economia,classe ab + economia,CNN Brasil,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
1146,Retargeting + Native,Retargeting + Native,retargeting + native,CNN Brasil,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,retargeting,Reengajamento,alta,mapear
1147,Lookalike + Display ROS,Lookalike + Display ROS,lookalike + display ros,CNN Brasil,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,modelado/lookalike,,alta,mapear
1148,CTV + Noticias noite,CTV + Noticias noite,ctv + noticias noite,CNN Brasil,Entretenimento & Mídia,,formato/inventário,transversal,,,"Entretenimento, Conteúdo & Esportes",Transversal/indefinido,contextual/editorial,Conhecimento | Consideração,alta,mapear
1149,Mercados acoes,Mercados acoes,mercados acoes,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,vertical,Finanças & Seguros,Investimentos e patrimônio,,Transversal/indefinido,,,alta,mapear
1150,Renda fixa e Tesouro,Renda fixa e Tesouro,renda fixa e tesouro,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,vertical,Finanças & Seguros,Investimentos e patrimônio,,Transversal/indefinido,demográfico/socioeconômico,,alta,mapear
1151,Fundos imobiliarios,Fundos imobiliarios,fundos imobiliarios,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,vertical,Imobiliário & Construção,Outros / revisar,Finanças & Seguros,Transversal/indefinido,,,média,mapear
1152,Criptomoedas,Criptomoedas,criptomoedas,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,vertical,Finanças & Seguros,Investimentos e patrimônio,,Transversal/indefinido,,,alta,mapear
1153,Economia e Copom,Economia e Copom,economia e copom,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,vertical,Finanças & Seguros,Educação e conteúdo financeiro,,Transversal/indefinido,,,alta,mapear
1154,Negocios e startups,Negocios e startups,negocios e startups,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,empresa/firmográfico,,média,mapear
1155,Financas pessoais,Financas pessoais,financas pessoais,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,vertical,Finanças & Seguros,Outros / revisar,,Transversal/indefinido,,,média,mapear
1156,IPOs ofertas,IPOs ofertas,ipos ofertas,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,vertical,Varejo & Consumo,Ofertas e sazonalidades,,Transversal/indefinido,,,alta,mapear
1157,Educacao financeira,Educacao financeira,educacao financeira,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,vertical,Finanças & Seguros,Educação e conteúdo financeiro,"Educação & Carreira | Entretenimento, Conteúdo & Esportes",Transversal/indefinido,,,média,mapear
1158,Morning Call mercado,Morning Call mercado,morning call mercado,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1159,Webinars eventos,Webinars eventos,webinars eventos,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1160,Forex cambio,Forex cambio,forex cambio,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,vertical,Finanças & Seguros,Outros / revisar,,Transversal/indefinido,,,média,mapear
1161,Perfil conservador moderado arrojado,Perfil conservador moderado arrojado,perfil conservador moderado arrojado,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1162,Brand safety financeiro,Brand safety financeiro,brand safety financeiro,InfoMoney,Finanças & Seguros,,tática de ativação,transversal,,,Finanças & Seguros,Transversal/indefinido,contextual/editorial,Conhecimento | Consideração,alta,mapear
1163,Homens geral,Homens geral,homens geral,InfoMoney,Finanças & Seguros,,perfil transversal,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1164,Mulheres investidoras,Mulheres investidoras,mulheres investidoras,InfoMoney,Finanças & Seguros,,contexto/afinidade de conteúdo,vertical,Finanças & Seguros,Investimentos e patrimônio,,B2C,demográfico/socioeconômico,,alta,mapear
